コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	注意フラグ	要確認理由	配当ランキング利用可否	記事掲載区分	yfinance状態	売上高_直近期(百万円)	営業利益率(%)	売上成長率_YoY(%)	自己資本比率(%)	DEレシオ	FCF(百万円)	EPS(円)	配当性向(%)	ROE(%)	連続増配(年)
141A	トライアルホールディングス	グロース（内国株式）	6100	小売業	14	小売	-	-	2992.0	0.53	16.0	0.52	16.0	0.53	配当あり	いいえ	38.07	2.8	3669.5	4840.0	1996.0	Consumer Defensive			OK	通常掲載可	OK	803829.0	2.63	11.96	42.0	0.31	-39951.0	78.59	20.36	7.55	1
1420	サンヨーホームズ	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	635.0	3.94	25.0	3.96	25.0	3.94	配当あり	いいえ	5.18	0.45	78.8	741.0	602.0	Consumer Cyclical			OK	通常掲載可	OK	50502.6	4.32	10.95	35.59	1.15	-1618.8	122.67	20.38	8.67	0
1429	日本アクア	プライム（内国株式）	2050	建設業	3	建設・資材	-	-	743.0	4.71	35.0	4.71	35.0	4.71	配当あり	いいえ	12.5	2.2	239.1	955.0	678.0	Industrials			OK	通常掲載可	OK	33670.8	8.24	11.25	45.07	0.41	1006.7	59.44	58.88	18.18	5
142A	ジンジブ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	735.0						配当未取得		11.7	3.71	21.4	1083.0	513.0	Industrials	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	2688.0	6.18	11.99	25.07	0.73	212.8	62.81		37.72	
1430	ファーストコーポレーション	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	940.0	4.89	46.0	4.94	46.0	4.89	配当あり	いいえ	8.92	1.1	112.7	1151.0	844.0	Consumer Cyclical			OK	通常掲載可	OK	43194.3	5.97	51.64	39.22	0.48	2050.0	105.41	43.64	15.01	1
1431	Ｌｉｂ　Ｗｏｒｋ	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	639.0	1.0	6.4	1.0	6.4	1.0	配当あり	いいえ	65.47	3.42	148.7	838.0	625.0	Real Estate			OK	通常掲載可	OK	16004.7	5.21	3.69	40.91	0.81	936.7	9.76	65.57	4.61	0
1433	ベステラ	プライム（内国株式）	2050	建設業	3	建設・資材	-	-	1127.0	3.55	40.0	3.54	40.0	3.55	配当あり	いいえ	13.85	1.86	99.9	1355.0	1003.0	Industrials			OK	通常掲載可	OK	11140.4	6.65	2.23	64.77	0.11	1636.0	81.4	49.14	12.05	1
1434	ＪＥＳＣＯホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1788.0	2.68	48.0	2.64	48.0	2.68	配当あり	いいえ	8.13	1.54	124.4	2624.0	903.0	Industrials			OK	通常掲載可	OK	19067.6	9.03	28.8	42.36	0.74	896.3	219.92	21.83	20.26	1
1435	ｒｏｂｏｔ　ｈｏｍｅ	スタンダード（内国株式）	8050	不動産業	17	不動産	7	TOPIX Small 2	160.0	1.25	2.0	1.24	2.0	1.25	配当あり	いいえ	7.23	1.3	142.2	277.0	145.0	Real Estate			OK	通常掲載可	OK	24068.2	7.34	82.92	70.1	0.12	1035.3	22.14	9.03	18.38	0
1436	グリーンエナジー＆カンパニー	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	1415.0	1.48	21.0	1.46	21.0	1.48	配当あり	いいえ	36.53	3.16	175.0	2184.0	693.0	Industrials			OK	通常掲載可	OK	11616.6	4.68	20.06	39.04	1.09	-1110.9	38.74	54.21	9.19	1
1438	岐阜造園	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1890.0	2.12	40.0	2.12	40.0	2.12	配当あり	いいえ	12.29	1.36	61.3	2030.0	1758.0	Industrials			OK	通常掲載可	OK	6271.4	8.58	20.63	71.75	0.06	286.9	153.76	26.01	11.79	3
143A	イシン	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	708.0						配当未取得		298.73	1.12	13.7	1189.0	621.0	Communication Services	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	1393.5	17.59	8.86	54.58		101.6	2.37		-1.74	
1443	技研ホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	247.0	0.45	1.1	0.45	1.1	0.45	配当あり	いいえ	6.53	0.31	40.1	375.0	190.0	Industrials			OK	通常掲載可	OK	4675.1	15.01	-4.71	70.71	0.22	928.8	37.8	2.91	5.14	1
1444	ニッソウ	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	2851.0						配当未取得			1.88	31.0	3005.0	2520.0	Consumer Cyclical	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	4679.0	1.21	12.3	54.24	0.52	-79.3	-40.3		-4.19	
1446	キャンディル	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	527.0	1.9	10.0	1.9	10.0	1.9	配当あり	いいえ	19.09	1.56	49.0	598.0	516.0	Industrials			OK	通常掲載可	OK	13860.6	3.03	4.81	47.15	0.41	358.9	27.61	36.22	8.43	0
1447	ＳＡＡＦホールディングス	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	288.0	1.67	4.8	1.78	4.8	1.67	配当あり	いいえ	15.27	6.45	70.2	475.0	230.0	Technology			OK	通常掲載可	OK	28855.7	1.16	-1.42	15.58	3.58	-366.2	18.86	25.45	11.74	
1450	ＴＡＮＡＫＥＮ	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1367.0	4.02	55.0	3.93	55.0	4.02	配当あり	いいえ	7.92	1.28	118.9	1870.0	1300.0	Industrials			OK	通常掲載可	OK	14820.4	14.75	20.63	76.57	0.0	-608.2	172.65	31.86	17.12	1
145A	Ｌ　ｉｓ　Ｂ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	765.0						配当未取得		28.22	2.05	39.2	1543.0	740.0	Technology	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	2132.7	7.93	33.79	53.94	0.67	151.3	27.11		8.8	
146A	コロンビア・ワークス	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	2976.0	3.16	94.0	3.2	94.0	3.16	配当あり	いいえ	5.99	1.32	229.6	4710.0	2490.0	Real Estate			OK	通常掲載可	OK	37084.0	16.26	76.75	26.05	2.69	-5765.0	496.48	18.93	24.04	1
147A	ソラコム	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1009.0						配当未取得		74.8	4.06	459.9	1335.0	782.0	Technology	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	8993.0	7.3	13.42	76.97	0.09	-1052.7	13.49		5.87	
148A	ハッチ・ワーク	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1655.0						配当未取得		13.37	3.09	31.8	3155.0	1647.0	Industrials	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	2759.3	9.5	16.55	35.62	0.43	266.3	123.76		27.37	
1491	中外鉱業	スタンダード（内国株式）	3500	非鉄金属	7	鉄鋼・非鉄	-	-	662.0	10.27	68.0	10.21	68.0	10.27	配当あり	いいえ	6.3	1.02	95.1	1480.0	632.0	Basic Materials	高利回り要確認	1株配当が株価の10%以上 / 配当利回りが8%以上	要確認	手動確認後に掲載	OK_高利回り要確認	162345.2	0.87	42.71	49.51	0.34	301.2	105.16	64.66	17.24	1
149A	シンカ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	756.0						配当未取得		57.93	2.31	24.3	1774.0	672.0	Technology	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	1464.4	4.1	18.84	81.85	0.06	30.9	13.05		4.24	
150A	ＪＳＨ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	350.0						配当未取得			1.02	19.8	484.0	329.0	Industrials	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	4740.2	-2.24	19.49	51.17	0.69	-641.9	-21.41		-7.33	
1514	住石ホールディングス	スタンダード（内国株式）	1050	鉱業	2	エネルギー資源	7	TOPIX Small 2	526.0	2.85	15.0	2.88	15.0	2.85	配当あり	いいえ	11.93	1.08	314.7	1557.0	506.0	Energy			OK	通常掲載可	OK	10658.0	3.09	3.84	90.55	0.0	4491.0	44.1	34.01	9.23	0
1515	日鉄鉱業	プライム（内国株式）	1050	鉱業	2	エネルギー資源	6	TOPIX Small 1	2301.0	2.69	62.0	2.63	62.0	2.69	配当あり	いいえ	12.91	1.15	1810.5	4535.0	1446.0	Basic Materials			OK	通常掲載可	OK	209717.0	8.98	6.58	50.68	0.41	-25359.0	178.26	34.78	10.15	1
1518	三井松島ホールディングス	プライム（内国株式）	3800	その他製品	10	情報通信・サービスその他	6	TOPIX Small 1	1495.0	4.95	74.0	4.89	74.0	4.95	配当あり	いいえ	10.08	1.03	553.6	1600.0	999.0	Energy			OK	通常掲載可	OK	65468.0	14.62	8.08	43.5	0.92	3308.0	148.33	49.89	11.11	1
151A	ダイブ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	603.0						配当未取得		10.87	1.95	50.7	1011.0	566.0	Industrials	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	13781.8	5.49	11.47	51.19	0.18	86.5	55.47		19.67	
153A	カウリス	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1178.0	0.47	5.5	0.48	5.5	0.47	配当あり	いいえ	27.49	4.82	74.3	2888.0	958.0	Technology			OK	通常掲載可	OK	1400.7	29.13	14.32	75.91	0.06	140.3	42.85	12.84	23.09	
155A	情報戦略テクノロジー	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	876.0						配当未取得		31.21	4.78	90.1	1750.0	463.0	Technology	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	8019.6	6.92	37.13	42.71	0.73	401.0	28.07		15.32	
156A	マテリアルグループ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	839.0	3.11	26.1	3.12	26.1	3.11	配当あり	いいえ	13.03	3.71	79.2	976.0	644.0	Communication Services			OK	通常掲載可	OK	6288.3	13.24	19.06	55.39	0.11	649.3	64.37	40.55	29.51	1
157A	グリーンモンスター	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	884.0	1.13	10.0	1.16	10.0	1.13	配当あり	いいえ		2.2	28.4	2146.0	497.0	Technology			OK	通常掲載可	OK	2006.9	6.16	2.52	78.56	0.04	-25.3	-6.65		-9.98	0
1605	ＩＮＰＥＸ	プライム（内国株式）	1050	鉱業	2	エネルギー資源	4	TOPIX Mid400	3265.0	3.31	108.0	3.29	108.0	3.31	配当あり	いいえ	9.88	0.78	37945.5	4955.0	1990.0	Energy			OK	通常掲載可	OK	2011351.0	52.87	-11.23	61.37	0.26	353676.0	330.42	32.69	8.28	5
160A	アズパートナーズ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1944.0	4.12	80.0	4.07	80.0	4.12	配当あり	いいえ	5.94	1.36	69.7	3550.0	1880.0	Industrials			OK	通常掲載可	OK	23661.0	6.44	32.05	21.21	1.96	-646.0	327.48	24.43	25.82	
1662	石油資源開発	プライム（内国株式）	1050	鉱業	2	エネルギー資源	6	TOPIX Small 1	1601.0	2.81	45.0	2.8	45.0	2.81	配当あり	いいえ	7.67	0.65	4098.6	2819.0	1009.0	Energy			OK	通常掲載可	OK	340336.0	11.43	-12.53	72.76	0.0	73733.0	208.81	21.55	9.15	0
1663	Ｋ＆Ｏエナジーグループ	プライム（内国株式）	1050	鉱業	2	エネルギー資源	6	TOPIX Small 1	1901.0	1.58	30.0	1.54	30.0	1.58	配当あり	いいえ	12.16	0.47	1015.2	2845.0	1353.0	Utilities			OK	通常掲載可	OK	91354.0	11.6	-1.15	82.52	0.01	7709.0	156.34	19.19	7.92	4
166A	タスキホールディングス	グロース（内国株式）	8050	不動産業	17	不動産	-	-	1199.0	3.34	40.0	3.37	40.0	3.34	配当あり	いいえ	13.12	2.32	740.0	1237.0	638.0	Technology			OK	通常掲載可	OK	74412.2	11.85	56.8	38.35	1.47	-7252.3	91.4	43.76	17.68	1
167A	リョーサン菱洋ホールディングス	プライム（内国株式）	6050	卸売業	13	商社・卸売	6	TOPIX Small 1	2684.0	5.22	140.0	5.21	140.0	5.22	配当あり	いいえ	14.47	0.79	1076.3	3450.0	2606.0	Technology			OK	通常掲載可	OK	359948.0	2.81	0.04	54.58	0.34	-2782.0	185.53	75.46	5.54	0
168A	イタミアート	グロース（内国株式）	3800	その他製品	10	情報通信・サービスその他	-	-	1094.0	1.83	20.0	1.86	20.0	1.83	配当あり	いいえ	10.65	1.21	16.1	2063.0	996.0	Communication Services			OK	通常掲載可	OK	4761.2	4.55	32.05	26.22	2.22	-358.3	102.69	19.48	11.94	
1711	ＳＤＳホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	221.0						配当未取得			3.95	23.1	341.0	212.0	Utilities	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	4035.5	-0.36	-2.43	12.92	5.78	-1165.2	-6.65		-5.69	
1716	第一カッター興業	スタンダード（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	1343.0	2.98	40.0	2.95	40.0	2.98	配当あり	いいえ	8.84	0.75	151.1	1626.0	1265.0	Industrials			OK	通常掲載可	OK	20228.6	8.14	-3.3	86.44	0.02	853.4	151.87	26.34	9.41	6
1717	明豊ファシリティワークス	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	904.0	4.87	44.0	4.86	44.0	4.87	配当あり	いいえ	11.39	1.75	106.3	1155.0	880.0	Industrials			OK	通常掲載可	OK	6114.7	20.76	6.96	71.34		1265.7	79.37	55.44	16.04	4
1718	美樹工業	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	6940.0	4.32	300.0	4.23	300.0	4.32	配当あり	いいえ	4.83	0.43	74.5	9970.0	6220.0	Industrials			OK	通常掲載可	OK	36151.7	7.15	32.46	44.3	0.62	-2677.3	1437.85	20.86	9.2	1
1719	安藤・間	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	1794.5	4.68	84.0	4.69	84.0	4.68	配当あり	いいえ	9.46	1.35	2815.3	2270.0	1446.0	Industrials			OK	通常掲載可	OK	439615.0	7.65	3.4	50.6	0.13	25911.0	189.69	44.28	15.62	5
1720	東急建設	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	1172.0	3.75	44.0	3.72	44.0	3.75	配当あり	いいえ	9.29	1.12	1245.5	1693.0	997.0	Industrials			OK	通常掲載可	OK	341180.0	4.78	16.39	35.85	0.33	2940.0	126.21	34.86	12.61	0
1721	コムシスホールディングス	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	5451.0	2.48	135.0	2.48	135.0	2.48	配当あり	いいえ	17.6	1.57	6297.8	6211.0	3269.0	Industrials			OK	通常掲載可	OK	630658.0	8.07	2.61	70.87	0.01	28850.0	309.76	43.58	9.37	2
1723	日本電技	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2327.0	3.09	72.0	3.08	72.0	3.09	配当あり	いいえ	17.58	3.17	1483.1	3147.5	1068.75	Technology			OK	通常掲載可	OK	46371.0	25.5	7.69	76.69	0.01	8315.0	132.39	54.38	15.87	1
1724	シンクレイヤ	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	684.0	4.39	30.0	4.39	30.0	4.39	配当あり	いいえ	13.14	1.24	30.6	752.0	638.0	Technology			OK	通常掲載可	OK	10488.0	3.35	-10.44	63.22	0.24	1374.0	52.05	57.64	25.2	0
1726	ビーアールホールディングス	プライム（内国株式）	2050	建設業	3	建設・資材	-	-							配当未取得								yfinanceデータなし	yfinanceで株価・配当データが取得できなかった	除外推奨	掲載非推奨	データなし										
1736	オーテック	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2525.0	3.88	98.0	3.96	98.0	3.88	配当あり	いいえ	10.79	1.47	391.2	2792.0	1324.0	Industrials			OK	通常掲載可	OK	31424.1	12.81	6.98	64.54	0.09	2807.5	233.95	41.89	14.64	2
173A	ハンモック	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1370.0	6.57	90.0	6.57	90.0	6.57	配当あり	いいえ	8.54	1.8	57.8	1850.0	1278.0	Technology			OK	通常掲載可	OK	4889.8	17.07	3.86	45.15	0.0	922.5	160.43	56.1	23.08	
1758	太洋基礎工業	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2410.0	2.7	65.0	2.7	65.0	2.7	配当あり	いいえ	10.38	0.5	48.1	2805.0	1798.0	Industrials			OK	通常掲載可	OK	14511.5	3.8	7.64	76.32	0.02	525.7	232.08	28.01	5.87	2
175A	Ｗｉｌｌ　Ｓｍａｒｔ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	612.0						配当未取得			-17.66	13.2	1612.0	588.0	Technology	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	805.2	-35.16	-25.85	0.73	105.47	-183.7	-283.2			
1762	高松コンストラクショングループ	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	3590.0	4.01	144.0	4.0	144.0	4.01	配当あり	いいえ	10.93	0.85	1250.0	4420.0	2912.0	Industrials			OK	通常掲載可	OK	357675.0	5.0	3.17	46.66	0.35	-18223.0	328.32	43.86	8.04	0
1764	工藤建設	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2667.0	4.39	117.0	4.37	117.0	4.39	配当あり	いいえ	6.78	0.57	33.2	3495.0	2595.0	Industrials			OK	通常掲載可	OK	20521.4	2.3	4.81	31.28	1.28	3010.9	393.42	29.74	8.41	1
1766	東建コーポレーション	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	12680.0	3.15	400.0	3.09	400.0	3.15	配当あり	いいえ	10.24	1.21	1407.6	15450.0	11800.0	Real Estate			OK	通常掲載可	OK	366639.0	6.07	7.57	58.49		19892.0	1238.36	32.3	12.92	1
1768	ソネック	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1061.0	4.71	50.0	4.55	50.0	4.71	配当あり	いいえ	5.67	0.75	77.5	1796.0	869.0	Industrials			OK	通常掲載可	OK	22753.8	8.24	49.73	66.17		3085.8	187.16	26.72	14.04	0
1770	藤田エンジニアリング	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1852.0	3.67	68.0	3.61	68.0	3.67	配当あり	いいえ	9.24	0.82	170.1	2000.0	1466.0	Industrials			OK	通常掲載可	OK	29769.4	8.8	-8.81	64.92	0.02	1884.2	200.46	33.92	9.29	0
177A	コージンバイオ	グロース（内国株式）	3200	化学	4	素材・化学	-	-	891.0	1.12	10.0	1.08	10.0	1.12	配当あり	いいえ	18.13	0.77	45.5	2020.0	857.0	Healthcare			OK	通常掲載可	OK	4939.0	6.92	-5.13	66.77	0.37	-280.9	49.14	20.35	4.28	
1780	ヤマウラ	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	1410.0	2.7	38.0	2.67	38.0	2.7	配当あり	いいえ	8.43	1.94	271.1	1696.0	1250.0	Industrials			OK	通常掲載可	OK	40526.5	10.51	13.79	72.71	0.0	-2556.2	167.18	22.73	10.43	2
1783	ｆａｎｔａｓｉｓｔａ	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	50.0						配当未取得			1.28	96.7	74.0	49.0	Real Estate	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	9422.3	2.25	7.0	69.03	0.39	1963.7	-0.28		-0.7	
